,app_id,title,date_release,win,mac,linux,rating,positive_ratio,user_reviews,price_final,price_original,discount,steam_deck
0,215690,Zeno Clash 2,30-04-2013,True,False,False,9.0,82,0.023138872520133573,14.99,14.99,0,True
1,225824,Borderlands 2: Siren Supremacy Pack,22-01-2013,True,True,True,5.25,68,0.0030642309958750736,0.99,0.99,0,True
2,240360,Dragon's Lair 2: Time Warp,24-10-2013,True,True,True,9.0,82,0.0027106658809664115,9.99,9.99,0,True
3,249650,Blackguards,22-01-2014,True,False,False,5.25,63,0.10422313887252015,9.99,9.99,0,True
4,259060,Dominions 4: Thrones of Ascension,5/12/2013,True,True,True,9.0,89,0.043174229031624434,34.99,34.99,0,True
5,277430,Halo: Spartan Assault,4/4/2014,True,False,False,7.5,79,0.1487723433510116,2.99,2.99,0,True
6,573040,School of Talent: SUZU-ROUTE,23-02-2017,True,True,False,9.0,86,0.0024356707915930073,8.99,8.99,0,True
7,284460,DeadCore,17-10-2014,True,True,True,9.0,85,0.06006678452170497,9.99,9.99,0,True
8,285380,On The Road - Truck Simulator,14-11-2019,True,True,False,5.25,51,0.032213710469455904,29.99,29.99,0,True
9,322190,SteamWorld Heist,7/6/2016,True,True,True,9.8,96,0.09750540168925556,14.99,14.99,0,True
10,347950,Palace of Cards,14-12-2017,True,True,False,5.25,66,0.007503437438617169,0.0,0.0,0,True
11,360620,Spellsworn,13-03-2018,True,False,True,9.0,89,0.05252406207032018,0.0,0.0,0,True
12,404590,Vikings - Wolves of Midgard,24-03-2017,True,True,True,5.25,58,0.10493026910233746,29.99,29.99,0,True
13,415670,Highrise Heroes: Word Challenge,8/1/2016,True,False,False,9.0,91,0.002671380868198782,4.99,4.99,0,True
14,426690,Narcissu 10th Anniversary Anthology Project,27-01-2016,True,False,False,9.0,97,0.014260459634649381,2.99,2.99,0,True
15,445991,HomefrontÂ®: The Revolution - The Liberty Pack,14-07-2016,True,False,False,7.5,70,0.0,2.99,2.99,0,True
16,471650,AdVenture Capitalist - Savvy Investor Bundle,17-05-2016,True,True,True,5.25,43,0.0012178353957965037,9.99,9.99,0,True
17,486510,TOKYO WARFARE,29-07-2016,True,False,False,9.0,82,0.0115890787664506,4.99,4.99,0,True
18,517780,Ogre,5/10/2017,True,True,False,5.25,67,0.006521312119426439,24.99,24.99,0,True
19,552160,Hade,2/12/2016,True,False,False,9.0,90,0.009546258102533884,3.99,3.99,0,True
20,556060,Detective Gallo,30-05-2018,True,False,False,9.0,84,0.003339226085248478,14.99,14.99,0,True
21,563200,Slay,30-11-2016,True,False,False,9.0,89,0.005028481634256531,9.99,9.99,0,True
22,898340,Puzzles and Board Games Mega Collection,25-07-2018,True,False,False,5.25,47,0.0002749950893734041,6.99,6.99,0,True
23,913160,èŒ‰èŽ‰ä¹‹å¤ Jasmine Summer,17-01-2019,True,False,False,9.0,90,0.003417796110783736,6.99,6.99,0,True
24,574090,MOTHERGUNSHIP,17-07-2018,True,False,False,7.5,79,0.038224317422903165,24.99,24.99,0,True
25,608120,AFTERBURN,11/12/2019,True,False,False,9.0,88,0.010528383421724612,9.99,9.99,0,True
26,613190,Unworthy,29-05-2018,True,False,False,9.0,81,0.0222353172264781,14.99,14.99,0,True
27,628050,Romance of the Three Kingdoms IX with Power Up Kit,17-10-2017,True,False,False,9.0,84,0.013160479277155766,29.99,29.99,0,True
28,655080,Crazy Ball Adventures,20-07-2017,True,False,False,9.0,85,0.005028481634256531,0.99,0.99,0,True
29,661990,Arcana Heart 3 LOVEMAX SIXSTARS!!!!!! XTEND,12/12/2017,True,False,False,9.0,84,0.006599882144961698,29.99,29.99,0,True
30,703730,Sorcery Jokers All Ages Version,12/1/2018,True,False,False,9.0,89,0.0018856806128461994,39.99,39.99,0,True
31,730261,OMSI 2 Add-On MÃ¼nchen City,5/9/2019,True,False,False,5.25,55,0.003457081123551365,24.99,24.99,0,True
32,744750,Devil and the Fairy,12/2/2018,True,False,False,5.25,66,0.0005499901787468081,11.99,11.99,0,True
33,760720,Warhammer 40000: Space Wolf - Saga of the Great Awakening,12/12/2017,True,False,False,7.5,70,0.0005499901787468081,9.99,9.99,0,True
34,765810,Mars Horizon,17-11-2020,True,True,False,9.0,84,0.08666273816538991,19.99,19.99,0,True
35,787040,Perfect Heist,17-08-2018,True,False,False,7.5,77,0.012099783932429779,1.49,4.99,70,True
36,801750,Hot Shot Burn,17-01-2020,True,False,False,9.0,90,0.004753486544883128,14.99,14.99,0,True
37,814740,Armored Battle Crew [World War 1] - Tank Warfare and Crew Management Simulator,5/6/2019,True,False,False,5.25,41,0.020467491651934788,19.99,19.99,0,True
38,838410,Tabletop Playground,15-05-2020,True,True,True,9.0,88,0.0016892555490080536,14.99,14.99,0,True
39,873870,Sudden Strike 4 - Africa: Desert War,12/10/2018,True,True,True,9.0,82,0.00278923590650167,9.99,9.99,0,True
40,892830,VRITRA COMPLETE EDITION,30-08-2018,True,False,False,8.5,96,0.0007071302298173247,13.99,13.99,0,True
41,896750,Koral,16-05-2019,True,False,False,9.0,84,0.010764093498330388,14.99,14.99,0,True
42,920200,Artificial Mansion,24-04-2019,True,True,True,8.5,96,0.0005892751915144373,1.49,4.99,70,True
43,931500,Touhou Genso Wanderer -Reloaded-,25-10-2018,True,False,False,9.0,94,0.06210960518562169,34.99,34.99,0,True
44,941570,Relicta,3/8/2020,True,False,False,7.5,78,0.006089176978982518,19.99,19.99,0,True
45,949600,Intergalactic Fishing,21-04-2020,True,False,False,9.0,97,0.007346297387546651,14.99,14.99,0,True
46,962730,Skater XL - The Ultimate Skateboarding Game,28-07-2020,True,False,False,9.0,86,0.6636024356707916,39.99,39.99,0,True
47,970640,Ultimate Fishing Simulator - Moraine Lake DLC,30-11-2018,True,False,False,9.0,88,0.0016892555490080536,4.99,4.99,0,True
48,981750,Crystar,27-08-2019,True,False,False,9.0,80,0.035474366529169125,23.99,59.99,60,True
49,1029331,Fate/EXTELLA LINK - Sparkling Frills,26-03-2019,True,False,False,9.0,96,0.0017678255745433116,1.99,1.99,0,True
50,1037130,Dandy Ace,25-03-2021,True,True,False,9.0,88,0.029974464741701044,19.99,19.99,0,True
51,1069760,Ethereal Enigma,22-08-2020,True,True,False,9.0,94,0.01532115497937537,19.99,19.99,0,True
52,1080220,Pathologic 2: Artbook,23-05-2019,True,False,False,8.5,100,0.0007464152425849539,8.99,8.99,0,True
53,1094870,Acron: Attack of the Squirrels!,29-08-2019,True,False,False,9.0,93,0.004517776468277352,19.99,19.99,0,True
54,1126710,é­”æ³•ä½¿ã„ãƒãƒŠãƒ“ã‚£ Hanaby the Witch,18-10-2019,True,True,False,8.5,97,0.0011785503830288745,13.99,13.99,0,True
55,1144410,Jurassic World Evolution: Return To Jurassic Park,10/12/2019,True,False,False,7.5,79,0.013985464545275978,19.99,19.99,0,True
56,1161490,MotoGPâ„¢20,23-04-2020,True,False,False,9.0,90,0.0730308387350226,29.99,29.99,0,True
57,1191161,Fire Pro Wrestling World - Yoshihiro Takayama Charity DLC Part 2,22-01-2020,True,False,False,8.5,93,0.00019642506383814572,2.99,2.99,0,True
58,1192450,Wolcen: Lords of Mayhem - Original Soundtrack,13-11-2019,False,False,False,5.25,54,0.0009035552936554705,11.99,11.99,0,True
59,1200230,Ludus,20-02-2020,True,False,False,5.25,68,0.01716755057945394,9.99,9.99,0,True
60,1202043,Tales of Arise - School Life Triple Pack (Female),9/9/2021,True,False,False,8.5,87,0.00023571007660577492,4.99,4.99,0,True
61,1204220,Mommy,27-01-2020,True,False,False,9.0,90,0.002592810842663524,1.99,1.99,0,True
62,1205960,My Cute Fuhrer,16-04-2020,True,False,False,9.0,87,0.033077980750343745,1.99,1.99,0,True
63,1244781,Prison Architect - Island Bound,23-06-2020,True,True,True,5.25,45,0.007424867413081909,9.99,9.99,0,True
64,1248360,WalkinVR,29-06-2020,True,False,False,8.5,100,0.0005107051659791789,0.0,0.0,0,True
65,1294880,Blind Fate: Edo no Yami,15-09-2022,True,False,False,7.5,70,0.0029856609703398157,19.99,19.99,0,True
66,1295190,å—œè¡€å° Bloody Spell DLC äººæ°”åˆ¶æœç³»åˆ—,21-07-2021,True,False,False,9.0,97,0.0022392457277548615,9.99,9.99,0,True
67,1300920,Ghost of Dragon,26-10-2022,True,False,False,5.25,56,0.023335297583971716,15.99,19.99,20,True
68,1360670,MiniMap Kingdom,15-07-2020,True,False,False,9.0,86,0.002278530740522491,2.99,2.99,0,True
69,1371427,Monster Hunter World: Iceborne - MHW:I Monster Figure: Fatalis,30-09-2020,True,False,False,8.5,100,3.9285012767629145e-05,2.99,2.99,0,True
70,1373630,Ragnar's Chinese Memory Game,14-08-2020,True,False,True,8.5,100,0.00011785503830288743,5.99,5.99,0,True
71,1391530,Mud and Blood,30-11-2021,True,False,False,9.0,90,0.013789039481437832,12.99,12.99,0,True
72,1432200,Not Another Weekend,20-05-2021,True,True,True,9.0,98,0.0017285405617756826,10.99,10.99,0,True
73,1432750,Chionophile,23-10-2020,True,False,False,9.0,92,0.00463563150658024,0.99,0.99,0,True
74,1453790,The Serpent Rogue,26-04-2022,True,False,False,7.5,70,0.002671380868198782,19.99,19.99,0,True
75,1477950,Lazy Galaxy 2,15-03-2022,True,True,True,9.0,80,0.004832056570418386,7.99,7.99,0,True
76,1483870,Draw & Guess,12/3/2021,True,True,True,9.0,84,1.0000000000000002,2.99,2.99,0,True
77,1499190,Lost Caves,29-01-2021,True,True,False,8.5,96,0.0007857002553525829,6.99,6.99,0,True
78,1521440,Flowers Blooming at the End of Summer Soundtrack,26-02-2021,False,False,False,8.5,100,0.0009428403064230997,2.49,4.99,50,True
79,1525720,Skul: The Hero Slayer Soundtrack,20-01-2021,False,False,False,8.5,92,0.0007071302298173247,4.99,4.99,0,True
80,1536070,Sword and Fairy 3,14-04-2021,True,False,False,9.0,84,0.04722058534669024,7.99,7.99,0,True
81,1571460,Zorro The Chronicles,16-06-2022,True,False,False,7.5,78,0.0003535651149086624,29.99,29.99,0,True
82,1580780,[NINJA GAIDEN: Master Collection] NINJA GAIDEN Î£,9/6/2021,True,False,False,9.0,81,0.05586328815556865,39.99,39.99,0,True
83,1584690,TrinityS,27-04-2022,True,False,False,9.0,82,0.003457081123551365,14.99,14.99,0,True
84,1619080,Cake Invaders,3/6/2021,True,False,False,8.5,89,0.0003535651149086624,2.49,4.99,50,True
85,1639930,Last Days,2/10/2021,True,False,False,9.0,95,0.005342761736397565,2.99,2.99,0,True
86,1684010,Sail,10/8/2022,True,False,False,8.5,87,0.0011785503830288745,14.99,14.99,0,True
87,1691970,Danganronpa S: Ultimate Summer Camp,20-07-2022,True,False,False,5.25,63,0.009506973089766255,9.99,19.99,50,True
88,1692060,Bad Dream: Stories,30-09-2021,True,False,False,8.5,100,0.0012178353957965037,5.99,5.99,0,True
89,1711620,Demonheart: The Ice Demon,14-11-2022,True,True,False,9.0,89,0.001807110587310941,19.99,19.99,0,True
90,1771360,Gerda: A Flame in Winter,1/9/2022,True,False,False,9.0,99,0.004321351404439206,19.99,19.99,0,True
91,1783200,æ–¹å—åœ°ç‰¢,3/11/2021,True,False,False,9.0,94,0.011274798664309566,1.99,1.99,0,True
92,1822102,Mirror Party - Unlock All Cosplay Albums,2/12/2021,True,False,False,7.5,70,0.0002749950893734041,1.99,1.99,0,True
93,1836160,PANELKI,4/3/2022,True,False,False,9.0,93,0.009546258102533884,6.99,6.99,0,True
94,1924710,Night Janitor,19-09-2022,True,False,False,8.5,91,0.0009821253191907287,2.99,2.99,0,True
95,1925870,THE ART OF FAR AWAY,17-03-2022,True,False,False,9.0,100,0.003142801021410332,7.99,7.99,0,True
96,1938860,Midnight Ghost Hunt - Early Backer Pack,31-03-2022,True,False,False,8.5,89,0.0011392653702612453,19.99,39.99,50,True
97,1951950,3D Controller Overlay,25-08-2022,True,False,False,8.5,80,0.0,4.99,4.99,0,True
98,1967510,Railbound,6/9/2022,True,True,False,9.8,97,0.02706737379689649,10.39,12.99,20,True
